Uniprot ID,Gene,Species,TCGA-CancerName,Cancer Type,Impact,Category,Evidence
P10147,CCL3,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"Growth factors linked to CAF activation include members of the TGF-beta and hedgehog families, and chemokines including CXCL14 and CCL3."
P10147,CCL3,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"Growth factors linked to CAF activation include members of the TGF-beta and hedgehog families, and chemokines including CXCL14 and CCL3."
Q9Z0J7,GDF15,Mus musculus (Mouse),PRAD,Prostate cancer,increase,Regulator,"Notably, GDF15-expressing fibroblasts exerted systemic in vivo effects on the outgrowth of distant and otherwise indolent prostate cancer cells."
Q99988,GDF15,Homo sapiens (Human),PRAD,Prostate cancer,increase,Regulator,"Notably, GDF15-expressing fibroblasts exerted systemic in vivo effects on the outgrowth of distant and otherwise indolent prostate cancer cells."
P08253,MMP2,Homo sapiens (Human),BRCA,Breast cancer,increase,Secretion,p16 Suppresses the secretion of SDF-1 and MMP-2 from breast stromal fibroblasts
P62736,ACTA,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"Interestingly, like in the corresponding CAF-64 cells, this decrease in the p16 protein level was accompanied by strong increase in the levels of a-SMA (10-fold) and SDF-1"
P62736,ACTA,Homo sapiens (Human),LIHC,Hepatocellular carcinoma,increase,Regulator,"In cholangiocarcinomas and metastatic liver carcinomas, peritumoral ASMA-positive perisinusoidal cells transform into activated perisinusoidal cells (myofibroblasts), are incorporated into the tumor (intratumoral ASMA-positive stromal cells), and produce extracellular matrix proteins, that lead to tumor fibrosis."
P62736,ACTA,Homo sapiens (Human),CHOL,Cholangiocarcinomas,increase,Regulator,"In cholangiocarcinomas and metastatic liver carcinomas, peritumoral ASMA-positive perisinusoidal cells transform into activated perisinusoidal cells (myofibroblasts), are incorporated into the tumor (intratumoral ASMA-positive stromal cells), and produce extracellular matrix proteins, that lead to tumor fibrosis."
P46937,YAP1,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,"These analyses reveal that activation of the YAP transcription factor is a signature feature of CAFs. YAP function is required for CAFs to promote matrix stiffening, cancer cell invasion and angiogenesis. Remodelling of the ECM and promotion of cancer cell invasion requires the actomyosin cytoskeleton. YAP regulates the expression of several cytoskeletal regulators, including ANLN and DIAPH3, and controls the protein levels of MYL9 (also known as MLC2). Matrix stiffening further enhances YAP activation, thus establishing a feed-forward self-reinforcing loop that helps to maintain the CAF phenotype."
Q9NQW6,ANLN,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"These analyses reveal that activation of the YAP transcription factor is a signature feature of CAFs. YAP function is required for CAFs to promote matrix stiffening, cancer cell invasion and angiogenesis. Remodelling of the ECM and promotion of cancer cell invasion requires the actomyosin cytoskeleton. YAP regulates the expression of several cytoskeletal regulators, including ANLN and DIAPH3, and controls the protein levels of MYL9 (also known as MLC2). Matrix stiffening further enhances YAP activation, thus establishing a feed-forward self-reinforcing loop that helps to maintain the CAF phenotype."
Q9NSV4,DIAP3,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"These analyses reveal that activation of the YAP transcription factor is a signature feature of CAFs. YAP function is required for CAFs to promote matrix stiffening, cancer cell invasion and angiogenesis. Remodelling of the ECM and promotion of cancer cell invasion requires the actomyosin cytoskeleton. YAP regulates the expression of several cytoskeletal regulators, including ANLN and DIAPH3, and controls the protein levels of MYL9 (also known as MLC2). Matrix stiffening further enhances YAP activation, thus establishing a feed-forward self-reinforcing loop that helps to maintain the CAF phenotype."
P24844,MYL9,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"These analyses reveal that activation of the YAP transcription factor is a signature feature of CAFs. YAP function is required for CAFs to promote matrix stiffening, cancer cell invasion and angiogenesis. Remodelling of the ECM and promotion of cancer cell invasion requires the actomyosin cytoskeleton. YAP regulates the expression of several cytoskeletal regulators, including ANLN and DIAPH3, and controls the protein levels of MYL9 (also known as MLC2). Matrix stiffening further enhances YAP activation, thus establishing a feed-forward self-reinforcing loop that helps to maintain the CAF phenotype."
P27986,P85A,Homo sapiens (Human),LUAD,Lewis lung adenocarcinoma,increase,Regulator,"the PI3K/Akt pathway is important for the cellular behavior of CAF and suggest that inhibiting PI3K/Akt signaling not only in tumor cells, but also CAF, could improve the efficacy of tumor therapy."
O00459,P85B,Homo sapiens (Human),LUAD,Lewis lung adenocarcinoma,increase,Regulator,"the PI3K/Akt pathway is important for the cellular behavior of CAF and suggest that inhibiting PI3K/Akt signaling not only in tumor cells, but also CAF, could improve the efficacy of tumor therapy."
P31749,AKT1,Homo sapiens (Human),LUAD,Lewis lung adenocarcinoma,increase,Regulator,"the PI3K/Akt pathway is important for the cellular behavior of CAF and suggest that inhibiting PI3K/Akt signaling not only in tumor cells, but also CAF, could improve the efficacy of tumor therapy."
P31751,AKT2,Homo sapiens (Human),LUAD,Lewis lung adenocarcinoma,increase,Regulator,"the PI3K/Akt pathway is important for the cellular behavior of CAF and suggest that inhibiting PI3K/Akt signaling not only in tumor cells, but also CAF, could improve the efficacy of tumor therapy."
Q3V6T2,GRDN,Homo sapiens (Human),LUAD,Lewis lung adenocarcinoma,increase,Responsor,"1.the Akt substrate Girdin, an actin-binding protein that regulates cell migration, is expressed and activated by Akt phosphorylation in cancer-associated fibroblasts (CAF) and blood vessels within the tumor microenvironment. Lewis lung tumors grafted into mice defective in Akt-mediated Girdin phosphorylation (SA transgenic mice) exhibited a decrease in both CAF infiltration and tumor growth, compared with wild-type (WT) host control animals.;2. Girdin phosphorylation promotes tumor growth by several potential direct and/or indirect mechanisms, such as regulating ECM remodeling or growth factor/cytokine networks"
P47873,IL11,Mus musculus (Mouse),READ,Colorectal cancer,increase,Secretion,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P47873,IL11,Mus musculus (Mouse),COAD,Colorectal cancer,increase,Secretion,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P20809,IL11,Homo sapiens (Human),READ,Colorectal cancer,increase,Secretion,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P20809,IL11,Homo sapiens (Human),COAD,Colorectal cancer,increase,Secretion,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
Q00560,IL6RB,Mus musculus (Mouse),READ,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
Q00560,IL6RB,Mus musculus (Mouse),COAD,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P40189,IL6RB,Homo sapiens (Human),READ,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P40189,IL6RB,Homo sapiens (Human),COAD,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P42227,STAT3,Mus musculus (Mouse),READ,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P42227,STAT3,Mus musculus (Mouse),COAD,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P40763,STAT3,Homo sapiens (Human),READ,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
P40763,STAT3,Homo sapiens (Human),COAD,Colorectal cancer,increase,Responsor,Secretion of IL11 by TGF-b-stimulated cancer-associated fibroblasts (CAFs) triggers GP130/STAT3 signaling in tumor cells.
O95863,SNAI1,Homo sapiens (Human),PAAD,Pancreatic ductal adenocarcinoma,increase,Responsor,"the expression of Snail (SNAI1) as well as the Snail target, microRNA-146a, was increased in the exosomes of GEM-treated CAFs"
Q96A56,T53I1,Homo sapiens (Human),PAAD,Pancreatic cancer,increase,Regulator,"Microvesicles (MV), containing miR-155, might be released by PaC cells and incorporated by co-cultivated NF. Furthermore, TP53INP1 might be a target gene of miR-155 in fibroblasts, which may mediate the prolif eration and the activation of normal fibroblasts, and manifest the characteristics of CAF."
P11717,MPRI,Homo sapiens (Human),SKCM,Melanoma,decrease,Responsor,"One function of IGF2R is to bind to the ligand IGF2, leading to IGF2 degradation and consequently an inhibition of the growth stimulation that results from the interaction between IGF2 and IGF1R.IGF2 is upregulated in CAFs, suggesting that IGF2R is inhibited. Therefore, reduction in IGF2R following treatment with miR-211 or melanosomes may increase IGF2 levels, promoting its binding to IGF1R, and thus leading to hyperactivation of this pathway and increased proliferation."
P01344,IGF2,Homo sapiens (Human),SKCM,Melanoma,increase,Responsor,"One function of IGF2R is to bind to the ligand IGF2, leading to IGF2 degradation and consequently an inhibition of the growth stimulation that results from the interaction between IGF2 and IGF1R.IGF2 is upregulated in CAFs, suggesting that IGF2R is inhibited. Therefore, reduction in IGF2R following treatment with miR-211 or melanosomes may increase IGF2 levels, promoting its binding to IGF1R, and thus leading to hyperactivation of this pathway and increased proliferation."
P08069,IGF1R,Homo sapiens (Human),SKCM,Melanoma,increase,Responsor,"One function of IGF2R is to bind to the ligand IGF2, leading to IGF2 degradation and consequently an inhibition of the growth stimulation that results from the interaction between IGF2 and IGF1R.IGF2 is upregulated in CAFs, suggesting that IGF2R is inhibited. Therefore, reduction in IGF2R following treatment with miR-211 or melanosomes may increase IGF2 levels, promoting its binding to IGF1R, and thus leading to hyperactivation of this pathway and increased proliferation."
P27361,MK03,Homo sapiens (Human),SKCM,Melanoma,increase,Responsor,"miR-211, contained in melanosomes that are secreted by melanoma cells and taken up by fibroblasts, activates MAPK signalling and triggers fibroblast reprogramming into CAFs."
P28482,MK01,Homo sapiens (Human),SKCM,Melanoma,increase,Responsor,"miR-211, contained in melanosomes that are secreted by melanoma cells and taken up by fibroblasts, activates MAPK signalling and triggers fibroblast reprogramming into CAFs."
Q99527,GPER1,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,"Downregulation of GPER inhibited Coll-1 expression in CAF, thereby inducing the decrease of cell proliferation, arrest of S phase and suppression of migration and invasion of MDA-MB-231 cells, while GPER agonist could be resulted in the opposite effects. In conclusion, the present data demonstrated that GPER promoted proliferation, migration and invasion of TNBC cells through CAF."
A2RUU4,COLL1,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,"Downregulation of GPER inhibited Coll-1 expression in CAF, thereby inducing the decrease of cell proliferation, arrest of S phase and suppression of migration and invasion of MDA-MB-231 cells, while GPER agonist could be resulted in the opposite effects. In conclusion, the present data demonstrated that GPER promoted proliferation, migration and invasion of TNBC cells through CAF."
Q96EB6,SIR1,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,CAF-induced SIRT1/PGC-1? activation drives PCa cell invasion
